,textDisplay
1879,Я из России кто русский уважаю и тебя мистер бист
1882,Ok when I have time I will do it
1889,Lol speed really sped through the challenge
1890,هل يمكن ان تأتي الي المملكة العربية السعودية رابغ الصليب الشرقي لاني اسكن هناك وبيتي ابيض مخطط بي البني امامه 3 سيارات انا من اكبر معجبيك عمري 10
1892,مستر بيست أفضل يتيوبرز رءيته في حيا تي
1893,"Mr beast, I am asking politely, please make a milk choclate Quinoa crunch choclate bar. Thank you."
1906,Pls I want 10000$ pls
1913,GOOD 😍😍😍
1915,Best
1921,mrBeast please change that voice it doesn&#39;t feel good it feels very uncomfortable
1924,👆⬆️Text you won🎉
1928,Mr. Beast you&#39;re awesome! :3
1932,Mr. Best
1936,How about Sweetwater Music store for a disabled vet?
1940,все говорят ушел мистер бист    с русского канал нет он просто снимает на основном    чтоб все могли смотреть
1942,"HOLA MRBEAST,  QUIERO CONOCERTE, SOY JOSÉ PABLO, TENGO 7 AÑOS, SOY  DE COSTA RICA Y SIEMPRE SIEMPRE TE SIGO Y TE VEO."
1944,Where Is the date😂😂😂
1947,Привет я из Рассии
1949,I love you You&#39;re my friend
1959,Remember to stay hydrated today🥤
1973,👆⬆️Text you won🎉
1975,Mr beast im soo happy you come to chile im so happy:)
1976,Te esperamos en Viña del Mar Chile
1981,Hi mr.beast I&#39;m a huge fan but do you think I can be in one of your vids
2001,Фу мерзость. Это когда миллионы детей голодают
2005,Harry out here repping the Sidemen after Vik&#39;s...accident.
2007,Mr beast I’m very proud of harry and George
2010,pelese Mony Am lraQ
2011,Аааааааааа тут на русском а то я на остальных каналах переводил
2014,"жесть,какой же крутой видос"
2018,come do indonesia and create content here.. :)
2019,Are your videos real ??
2020,I wonder if he remembers the Jenningsproject guy
2022,GEORGE!!!
2023,"Mr. Beiste help me , I &#39;m your foreign fan"
2024,"Mr. Beiste help me , I &#39;m your foreign fan"
2026,"Mr. Beiste help me , I &#39;m your foreign fan"
2029,Как всегда топ контент
2030,Wow you Scam when you give away things then you give it back
2031,OK. Stop it @Mr. Beast please... I love all your videso so interesting and enjoyable......🤣🤣🤣🤣
2032,Anh qua việt nam đi anh nhiều trò vui lắm
2035,"Hey Mr Beast, it&#39;s true that you&#39;re in Chile?"
2037,Привет! бист я смотрю из россии контент класный удачи тебе ! СПАСИБО ЗА КОНТЕНТ
2046,i do best
2047,"Blessing my feed again, now let me bless YOURS :)"
2051,You i mr best
2052,Speeed
2055,тот же вопрос
2061,Мистер бист делаешь крутой контент хотел бы увидится с тобой в живую
2062,This guy speed is so irritating
2064,"<a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=13m14s"">13:14</a> anyone noticed it&#39;s callux instead of Harry 😆"
2067,Hi mr beast I am ur fan
2069,I SHOW SPEED HOW
2070,Help you mr
2071,não tenho isso sou pobre se você vinhese aqui no Brasil fasesse isso comigo ficaria grato por você sou seu fã
2079,Do you make milk chocolate 🍫?
2080,soy un niño que ama tus videos mrbeast eres el mejor te veo desde venezuela latinoamerica
2087,Hello MsBeast<br>I&#39;m new here
2091,congrats 😍
2100,Help Mr....$$$?
2101,Ms beast pls ven a santa cruz chile 😭😭😭
2102,Come Bangladesh😗
2105,xd sepeed
2109,Well done Jimi
2113,Я зашёл на официальный канал а озвучка русская
2119,Mr. Best Speak Russian
2120,Quiero participar
2127,Veni a Argentina Mr beast. Te queremos!!!
2129,Привет MRBEAST я из RUSSIA 🇷🇺!
2130,please i want lamborghini mrBeast
2131,Зделал видео кто последней отпустит ногу из дома тот получет 3 000 0000 доролов
2136,Я один не понимаю почему у меня видио на русском
2137,I subbed at 98M
2139,T&#39;on profil et degelasse
2141,Even the dance💀
2142,👆⬆️text you won
2143,Пригласи на съемки
2146,NOOOO GEORGEEE!!!!!!
2159,Soy nuevo suscriptor mrbeats buen contenido para tu público y suscriptores q bueno tener tanta suerte de toparte pero vivo en Costarica sigue así bro bendiciones
2164,I subbed to all channels and now i have a cookie
2166,مستر بيست احبك❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
2167,I am 9
2169,видео на русском.. хот канал офф..............................................................я в замешательстве
2170,Você pode mudar um pouquinho por favor cara por favor Preciso de muito por favor me ouvir mesmo 😢😢😢
2175,Mr beast I subed
2176,اريد 500الف دولار
2177,بستر بيست اريد 500000💲
2178,Soy de chile pero estás en chileeeeeee
2181,Me gustaría participar en tus videos soy de Chile 🤯🤯
2182,Mong mrbeast làm tiếng việt trở lại mãi fan 🇻🇳+🇨🇳
2186,А если новые видео будет из танком ты купишь Танк и они должны будут дождь и ржаться А кто победит выиграет танк ну просто напиши если ты не
2187,"<a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>"
2190,Nooo speeeeeeed
2194,WE NEED MR. BEAST TO BEAT COCOMELON!!! (He already passed pewdiepie)
2198,Hello М.B.... Help me money please
2207,hello i want roblox
2209,I subscribed
2220,Ok ok boy no bavh
2222,So😢😢😢
2229,Ven a santiagoooooooooo
2232,لقد وضعت اشتراك واتمنى ان التقيك يوما ولكن لا أعلم اين تتواجد بكثرة
2238,I don&#39;t understand
2249,Ishowspeed!!!! Lol
2250,I subscribed mr beast
2251,Why do they speak Russian here??
2262,you should come to vietnam to experience a wonderful country
2263,MrBest ❤ you Respect 🫡
2266,Mr Beast come to Namibia 😭♥️
2269,I subscribed yesterday. Do I win the diamond YT button thing?
2279,Me beast do challenge in my country too I want to win
2282,Good Mr Beast 🇮🇩🇮🇩
2283,This is so crappy
2285,Nine? XD
2286,Mr. Beast come to Russia to the Vologda region to Belozersk
2290,Hello bro
2293,Help
2294,Help
2295,Help
2296,Help
2297,Help
2298,Help
2300,Help
2301,Help
2302,Help
2304,Come on thailand bro you my idal
2305,Help
2306,Help
2314,Я подписан на тебя мистр бист
2318,Im done pls
2320,hola soy de bolivia
2324,I subscribe your channel  your videos are amazing and wonderfull but I didn&#39;t understand as much  English I will see your videos so much. your inspiration for us.
2326,Help me sir plzz🙏🙏🙏  i need money i want chance  this type of game plzz
2327,Help me sir plzz🙏🙏🙏  i need money i want chance  this type of game plzz
2328,Help me sir plzz🙏🙏🙏  i need money i want chance  this type of game plzz
2329,Help me sir plzz🙏🙏🙏  i need money i want chance  this type of game plzz
2330,Help me sir plzz🙏🙏🙏  i need money i want chance  this type of game plzz
2331,Help me sir plzz🙏🙏🙏  i need money i want chance  this type of game plzz
2332,Help me sir plzz🙏🙏🙏  i need money i want chance  this type of game plzz
2333,Help me sir plzz🙏🙏🙏  i need money i want chance  this type of game plzz
2334,Help me sir plzz🙏🙏🙏  i need money i want chance  this type of game plzz
2335,Help me sir plzz🙏🙏🙏  i need money i want chance  this type of game plzz
2336,Help me sir plzz🙏🙏🙏  i need money i want chance  this type of game plzz
2337,Help me sir plzz🙏🙏🙏  i need money i want chance  this type of game plzz
2339,Help me sir plzz🙏🙏🙏
2340,Help me sir plzz🙏🙏🙏
2341,КАК ВАМ НРАВИТСЯ ЭТО!?
2342,Help me sir plzz🙏🙏🙏
2343,Help me sir plzz🙏🙏🙏
2344,Help me sir plzz🙏🙏🙏
2347,Hola mr beast vivo en Colombia quisiera que participar en uno de tus retos se ven divertidos
2348,Hola mr beast vivo en Colombia quisiera que participar en uno de tus retos se ven divertidos
2351,Good morcco
2357,Nooooo ishowspeed lose 😭
2364,Why is there no English in the audio track?
2365,Ishowspeed is so funny lol
2366,I didn&#39;t expect speed to be here-
2367,"I have challenge for you , you don&#39;t give me any challenge because I am pakistani"
2372,My
2382,I WANT BEST BURGERS GREETINGS FROM BELARUS
2383,Scam
2389,mr Beast you went to chile punta arenas and i am in santiago maipú i hope you have a good time in our country
2390,Congratulations ✈️✈️
2391,Sir please come to India kolkata I am your biggest fan sir please
2392,"do hardest challenge in the world , the no internet challenge 🔥"
2397,@Abang Gamingg Its a scam
2408,он проиграл на 52 секунде
2409,почему они на русском говорят на официальном канале
2417,Hello speed
2419,Poor speed he&#39;s so mad 🤣🤣🤣🤣
2441,I loved how speed torchoring them🤣🤣🤣🤣🤣🤣
2442,Ваууу очень крутое видео с сайта и все что нужно сделать
2443,Good morning sir <br>Please help me please 🙏🙏🙏
2444,Must be a lot of finger and hand prints on that plan
2446,I bear witnss that there is no god but AllaH
2449,"I hope you make more Vietnamese videos because I&#39;m Vietnamese, I don&#39;t know much about English"
2455,Как он делает чтоб нам пападали видио с переводом?
2457,Time to delete your account😢
2459,Мистер бист лучший!
2468,I want 10000$
2469,Deberías invitarme yo soy súper fan tuyo soy de Culiacán Sinaloa
2472,"اريد دخول هذه التحديات .. هل تسطتيع ان تاخذني عندك مستر بيست  انا من متابعينك  اذا قرات هذه المحادثه ستكون معجزه 🌺🌺🌺🌺 انا احمد من الاردن <br>I want to enter these challenges.. Can you take me with you, Mr. Best? I am one of your followers. If you read this conversation, it will be a miracle 🌺🌺🌺🌺 I am Ahmed from Jordan"
2473,👆👆👆<br>Congratulations 🎉🎁
2483,No mms ya nadie habla español?
2490,Already happen
2498,I  will come from and you real Mr bean
2504,Come to Algeria
2505,Seeing Harry happy is the best feeling ever. What a lad  happy
2507,"come to Kazakhstan, especially to Ekibastuz"
2509,Scam
2518,"I&#39;ve subscribed to MrBeast, excited to make content👍"
2525,You guys do realize this joke of a man has openly admitted to hating poor people right? Yet he doesn&#39;t get cancelled
2541,"Gg bang,bagus banget"
2542,(Welsh accent kicked in lol)
2543,Great vids guys Mr Beast love your work you&#39;re awesome! I totally think I can compete and WIN one of your challenges
2544,Speeds barking always makes my day
2546,When Mr beast will come to Indonesia.. 😄😄
2548,Anh chơi lớn thế
2550,Hello mr beast🔥
2554,GOOD
2556,estás en Chile... ¡¡VEN A LOS ÁNGELES!! necesito money jajajaja❤
2557,Apakah anda orang baik??
2558,how
2561,nếu có ở việt nam thì tốt biết mấy
2569,"<a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>"
2577,I hope you will recognize me Mr beast I&#39;m your fan .. 🤩
2580,Ojalá estar en uno de sus videos :(
2582,OH no poor gogy   noooooo he was so close
2594,xd
2607,Bro the tax make your wallet collecting dust
2608,Lol
2609,Do you?
2611,No comments
2617,I am IND 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳
2622,I&#39;ve been a fan since 10 years Mr beast
2624,"Y LOVE MUCH MR BEATS<a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>"
